cardname,japanese_name,konami_cid,cardnumber,imageurl,ciid,all_ciids,all_imageurls,image_count,needs_image_review,setname,rarity,rarity_full,setcode,release_date,pid,image_mapping_source,image_mapping_notes,source_url
Abysskite Karen,アビスカイト・カレン,19303,RD/KP14-JP026,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19303&ciid=1&enc=kAtgk6oMO9gy1G86RaNiww&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19303&ciid=1&enc=kAtgk6oMO9gy1G86RaNiww&app=tournament&request_locale=ja,1,False,轟炎のフェニックス,R,レア仕様,RD/KP14,2023-08-11,1000100213000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19303&request_locale=ja
Abysskite Karen,アビスカイト・カレン,19303,RD/KP14-JP026,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19303&ciid=1&enc=kAtgk6oMO9gy1G86RaNiww&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19303&ciid=1&enc=kAtgk6oMO9gy1G86RaNiww&app=tournament&request_locale=ja,1,False,轟炎のフェニックス,SE,シークレットレア仕様,RD/KP14,2023-08-11,1000100213000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19303&request_locale=ja
All-Seeing Harvey,見切りのハーヴェイ,19317,RD/SD0F-JP018,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19317&ciid=1&enc=k_CeeLCtGDdqxXW9M8id9w&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19317&ciid=1&enc=k_CeeLCtGDdqxXW9M8id9w&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=19317&ciid=101&enc=k_CeeLCtGDdqxXW9M8id9w,2,False,ストラクチャーデッキ 帝王の凱旋,N,ノーマル仕様,RD/SD0F,2025-09-20,1000100625000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19317&request_locale=ja
All-Seeing Harvey,見切りのハーヴェイ,19317,RD/KP14-JP040,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=19317&ciid=101&enc=k_CeeLCtGDdqxXW9M8id9w,101,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19317&ciid=1&enc=k_CeeLCtGDdqxXW9M8id9w&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=19317&ciid=101&enc=k_CeeLCtGDdqxXW9M8id9w,2,False,轟炎のフェニックス,ORR,オーバーラッシュレア仕様,RD/KP14,2023-08-11,1000100213000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19317&request_locale=ja
All-Seeing Harvey,見切りのハーヴェイ,19317,RD/KP14-JP040,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19317&ciid=1&enc=k_CeeLCtGDdqxXW9M8id9w&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19317&ciid=1&enc=k_CeeLCtGDdqxXW9M8id9w&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=19317&ciid=101&enc=k_CeeLCtGDdqxXW9M8id9w,2,False,轟炎のフェニックス,SE,シークレットレア仕様,RD/KP14,2023-08-11,1000100213000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19317&request_locale=ja
All-Seeing Harvey,見切りのハーヴェイ,19317,RD/KP14-JP040,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19317&ciid=1&enc=k_CeeLCtGDdqxXW9M8id9w&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19317&ciid=1&enc=k_CeeLCtGDdqxXW9M8id9w&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=19317&ciid=101&enc=k_CeeLCtGDdqxXW9M8id9w,2,False,轟炎のフェニックス,UR,ウルトラレア仕様,RD/KP14,2023-08-11,1000100213000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19317&request_locale=ja
Absolute Lord of D.,ロード・オブ・ドラゴン－ドラゴンの絶対者－,19426,RD/AP01-JP080,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19426&ciid=1&enc=oTehWSSArsvJDRwbcgHulQ&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19426&ciid=1&enc=oTehWSSArsvJDRwbcgHulQ&app=tournament&request_locale=ja,1,False,アドバンスパック デビルズ・セレモニー,SE,シークレットレア仕様,RD/AP01,2025-07-12,1000100618000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19426&request_locale=ja
Absolute Lord of D.,ロード・オブ・ドラゴン－ドラゴンの絶対者－,19426,RD/SD0A-JP005,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19426&ciid=1&enc=oTehWSSArsvJDRwbcgHulQ&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19426&ciid=1&enc=oTehWSSArsvJDRwbcgHulQ&app=tournament&request_locale=ja,1,False,ストラクチャーデッキ 究極の青眼伝説,N,ノーマル仕様,RD/SD0A,2023-09-30,1000100120000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19426&request_locale=ja
Absolute Lord of D.,ロード・オブ・ドラゴン－ドラゴンの絶対者－,19426,RD/SD0A-JPS04,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19426&ciid=1&enc=oTehWSSArsvJDRwbcgHulQ&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19426&ciid=1&enc=oTehWSSArsvJDRwbcgHulQ&app=tournament&request_locale=ja,1,False,ストラクチャーデッキ 究極の青眼伝説 特典カード,SR,スーパーレア仕様,RD/SD0A,2023-09-30,1000100121000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19426&request_locale=ja
Accel Wonder Light,アクセルワンダー・ライト,19548,RD/SD0E-JP016,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19548&ciid=1&enc=ZA8NPa80m8Obz8L8o-5-jg&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19548&ciid=1&enc=ZA8NPa80m8Obz8L8o-5-jg&app=tournament&request_locale=ja,1,False,ストラクチャーデッキ 黒魔術の儀式,P,パラレル仕様,RD/SD0E,2025-04-26,1000100607000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19548&request_locale=ja
Accel Wonder Light,アクセルワンダー・ライト,19548,RD/5TH1-JP135,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19548&ciid=1&enc=ZA8NPa80m8Obz8L8o-5-jg&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19548&ciid=1&enc=ZA8NPa80m8Obz8L8o-5-jg&app=tournament&request_locale=ja,1,False,5th ANNIVERSARY PACK,SE,シークレットレア仕様,RD/5TH1,2025-04-12,1000100515000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19548&request_locale=ja
Accel Wonder Light,アクセルワンダー・ライト,19548,RD/MRP2-JP012,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19548&ciid=1&enc=ZA8NPa80m8Obz8L8o-5-jg&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19548&ciid=1&enc=ZA8NPa80m8Obz8L8o-5-jg&app=tournament&request_locale=ja,1,False,メガロードパック２,SR,スーパーレア仕様,RD/MRP2,2023-10-14,1000100510000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19548&request_locale=ja
Alligator's Black Knight,ワイバーンの黒騎士,19661,RD/KP15-JP026,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19661&ciid=1&enc=BWRiMlyUNNqQyl0bj3s1Qw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19661&ciid=1&enc=BWRiMlyUNNqQyl0bj3s1Qw&app=tournament&request_locale=ja,1,False,闇黒のレッドリブート,N,ノーマル仕様,RD/KP15,2023-11-11,1000100214000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19661&request_locale=ja
Abysskite Miracle Girls,アビスカイト・ミラクルガールズ,19778,RD/HC01-JP040,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=19778&ciid=101&enc=-WtXwGEGMwhpDnTywpikdA,101,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19778&ciid=1&enc=-WtXwGEGMwhpDnTywpikdA&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=19778&ciid=101&enc=-WtXwGEGMwhpDnTywpikdA,2,False,ハイグレードコレクション,ORR,オーバーラッシュレア仕様,RD/HC01,2023-12-16,1000100511000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19778&request_locale=ja
Abysskite Miracle Girls,アビスカイト・ミラクルガールズ,19778,RD/HC01-JP040,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19778&ciid=1&enc=-WtXwGEGMwhpDnTywpikdA&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19778&ciid=1&enc=-WtXwGEGMwhpDnTywpikdA&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=19778&ciid=101&enc=-WtXwGEGMwhpDnTywpikdA,2,False,ハイグレードコレクション,SR,スーパーレア仕様,RD/HC01,2023-12-16,1000100511000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19778&request_locale=ja
Abysspiny Turtle,アビスパイニー・タートル,19797,RD/HC01-JP081,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19797&ciid=1&enc=fS_hcmQ15ed0t620gx8h4w&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19797&ciid=1&enc=fS_hcmQ15ed0t620gx8h4w&app=tournament&request_locale=ja,1,False,ハイグレードコレクション,N,ノーマル仕様,RD/HC01,2023-12-16,1000100511000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19797&request_locale=ja
Abysspiny Turtle,アビスパイニー・タートル,19797,RD/HC01-JP081,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19797&ciid=1&enc=fS_hcmQ15ed0t620gx8h4w&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19797&ciid=1&enc=fS_hcmQ15ed0t620gx8h4w&app=tournament&request_locale=ja,1,False,ハイグレードコレクション,SR,スーパーレア仕様,RD/HC01,2023-12-16,1000100511000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19797&request_locale=ja
Abysslayer Quintiamat,アビスレイヤー・クインティアマット,19969,RD/KP16-JP021,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=19969&ciid=101&enc=LooN5XZS2CQW4JLGKMMUqw,101,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19969&ciid=1&enc=LooN5XZS2CQW4JLGKMMUqw&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=19969&ciid=101&enc=LooN5XZS2CQW4JLGKMMUqw,2,False,超越のトランザム,ORR,オーバーラッシュレア仕様,RD/KP16,2024-02-10,1000100215000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19969&request_locale=ja
Abysslayer Quintiamat,アビスレイヤー・クインティアマット,19969,RD/KP16-JP021,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19969&ciid=1&enc=LooN5XZS2CQW4JLGKMMUqw&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19969&ciid=1&enc=LooN5XZS2CQW4JLGKMMUqw&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=19969&ciid=101&enc=LooN5XZS2CQW4JLGKMMUqw,2,False,超越のトランザム,SE,シークレットレア仕様,RD/KP16,2024-02-10,1000100215000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19969&request_locale=ja
Abysslayer Quintiamat,アビスレイヤー・クインティアマット,19969,RD/KP16-JP021,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19969&ciid=1&enc=LooN5XZS2CQW4JLGKMMUqw&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19969&ciid=1&enc=LooN5XZS2CQW4JLGKMMUqw&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=19969&ciid=101&enc=LooN5XZS2CQW4JLGKMMUqw,2,False,超越のトランザム,UR,ウルトラレア仕様,RD/KP16,2024-02-10,1000100215000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19969&request_locale=ja
Agent Mishap,秘密捜査官ミスファイア,19970,RD/KP16-JP022,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19970&ciid=1&enc=cECnAhnqX4XUvYXEJ-qsgg&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19970&ciid=1&enc=cECnAhnqX4XUvYXEJ-qsgg&app=tournament&request_locale=ja,1,False,超越のトランザム,R,レア仕様,RD/KP16,2024-02-10,1000100215000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19970&request_locale=ja
Animagica Witch,アニマジカ・ウィッチ,19979,RD/TB02-JP070,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19979&ciid=1&enc=lrwY1IvvmQuTqUSzKTEYDQ&app=tournament&request_locale=ja,1,1 | 2,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19979&ciid=1&enc=lrwY1IvvmQuTqUSzKTEYDQ&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=19979&ciid=2&enc=lrwY1IvvmQuTqUSzKTEYDQ,2,False,トリプルビルドパック エボリューション・インパクト,P,パラレル仕様,RD/TB02,2025-01-11,1000100514000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19979&request_locale=ja
Animagica Witch,アニマジカ・ウィッチ,19979,RD/KP16-JP031,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19979&ciid=1&enc=lrwY1IvvmQuTqUSzKTEYDQ&app=tournament&request_locale=ja,1,1 | 2,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19979&ciid=1&enc=lrwY1IvvmQuTqUSzKTEYDQ&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=19979&ciid=2&enc=lrwY1IvvmQuTqUSzKTEYDQ,2,False,超越のトランザム,SE,シークレットレア仕様,RD/KP16,2024-02-10,1000100215000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19979&request_locale=ja
Animagica Witch,アニマジカ・ウィッチ,19979,RD/KP16-JP031,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19979&ciid=1&enc=lrwY1IvvmQuTqUSzKTEYDQ&app=tournament&request_locale=ja,1,1 | 2,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19979&ciid=1&enc=lrwY1IvvmQuTqUSzKTEYDQ&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=19979&ciid=2&enc=lrwY1IvvmQuTqUSzKTEYDQ,2,False,超越のトランザム,SR,スーパーレア仕様,RD/KP16,2024-02-10,1000100215000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19979&request_locale=ja
Alpha the Magnet Cavalry,磁石の騎士α,20107,RD/ORP2-JP026,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20107&ciid=1&enc=nfLoIArY_jjh48rWUkcEDw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20107&ciid=1&enc=nfLoIArY_jjh48rWUkcEDw&app=tournament&request_locale=ja,1,False,オーバーラッシュパック２,N,ノーマル仕様,RD/ORP2,2024-04-06,1000100512000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20107&request_locale=ja
Alpha The Magnet Warrior,磁石の戦士α,20110,RD/ORP2-JP029,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20110&ciid=1&enc=OUb9cwMNeKR385NqRhj4jw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20110&ciid=1&enc=OUb9cwMNeKR385NqRhj4jw&app=tournament&request_locale=ja,1,False,オーバーラッシュパック２,P+UR,パラレル仕様ウルトラレア,RD/ORP2,2024-04-06,1000100512000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20110&request_locale=ja
Alpha The Magnet Warrior,磁石の戦士α,20110,RD/ORP2-JP029,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20110&ciid=1&enc=OUb9cwMNeKR385NqRhj4jw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20110&ciid=1&enc=OUb9cwMNeKR385NqRhj4jw&app=tournament&request_locale=ja,1,False,オーバーラッシュパック２,SR,スーパーレア仕様,RD/ORP2,2024-04-06,1000100512000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20110&request_locale=ja
Alpha The Eternal Magnet Warrior,永久磁石の戦士α,20113,RD/ORP2-JP032,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20113&ciid=1&enc=mYW65vHh9av450bZER73nQ&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20113&ciid=1&enc=mYW65vHh9av450bZER73nQ&app=tournament&request_locale=ja,1,False,オーバーラッシュパック２,SE,シークレットレア仕様,RD/ORP2,2024-04-06,1000100512000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20113&request_locale=ja
Alpha The Eternal Magnet Warrior,永久磁石の戦士α,20113,RD/ORP2-JP032,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20113&ciid=1&enc=mYW65vHh9av450bZER73nQ&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20113&ciid=1&enc=mYW65vHh9av450bZER73nQ&app=tournament&request_locale=ja,1,False,オーバーラッシュパック２,SR,スーパーレア仕様,RD/ORP2,2024-04-06,1000100512000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20113&request_locale=ja
All Love Goddess,オールラヴ・ゴッデス,20120,RD/ORP2-JP039,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=20120&ciid=101&enc=cKifsrhs4XEGD7oZY7e3Hg,101,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20120&ciid=1&enc=cKifsrhs4XEGD7oZY7e3Hg&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=20120&ciid=101&enc=cKifsrhs4XEGD7oZY7e3Hg,2,False,オーバーラッシュパック２,ORR,オーバーラッシュレア仕様,RD/ORP2,2024-04-06,1000100512000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20120&request_locale=ja
All Love Goddess,オールラヴ・ゴッデス,20120,RD/ORP2-JP039,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20120&ciid=1&enc=cKifsrhs4XEGD7oZY7e3Hg&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20120&ciid=1&enc=cKifsrhs4XEGD7oZY7e3Hg&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=20120&ciid=101&enc=cKifsrhs4XEGD7oZY7e3Hg,2,False,オーバーラッシュパック２,UR,ウルトラレア仕様,RD/ORP2,2024-04-06,1000100512000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20120&request_locale=ja
Animagica Leader,アニマジカ・リーダー,20147,RD/ORP2-JP074,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=20147&ciid=101&enc=SYpW64yWrvslUEJB-DwOfA,101,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20147&ciid=1&enc=SYpW64yWrvslUEJB-DwOfA&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=20147&ciid=101&enc=SYpW64yWrvslUEJB-DwOfA,2,False,オーバーラッシュパック２,ORR,オーバーラッシュレア仕様,RD/ORP2,2024-04-06,1000100512000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20147&request_locale=ja
Animagica Leader,アニマジカ・リーダー,20147,RD/ORP2-JP074,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20147&ciid=1&enc=SYpW64yWrvslUEJB-DwOfA&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20147&ciid=1&enc=SYpW64yWrvslUEJB-DwOfA&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=20147&ciid=101&enc=SYpW64yWrvslUEJB-DwOfA,2,False,オーバーラッシュパック２,UR,ウルトラレア仕様,RD/ORP2,2024-04-06,1000100512000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20147&request_locale=ja
Advance Form,アドバンス・フォーム,20329,RD/SD0F-JP012,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20329&ciid=1&enc=7lRD_z-B1aw1G6Swr_ubMQ&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20329&ciid=1&enc=7lRD_z-B1aw1G6Swr_ubMQ&app=tournament&request_locale=ja,1,False,ストラクチャーデッキ 帝王の凱旋,N,ノーマル仕様,RD/SD0F,2025-09-20,1000100625000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20329&request_locale=ja
Advance Form,アドバンス・フォーム,20329,RD/KP17-JP032,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20329&ciid=1&enc=7lRD_z-B1aw1G6Swr_ubMQ&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20329&ciid=1&enc=7lRD_z-B1aw1G6Swr_ubMQ&app=tournament&request_locale=ja,1,False,覚醒のバーストレックス,N,ノーマル仕様,RD/KP17,2024-05-11,1000100216000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20329&request_locale=ja
